Aggregation Strategy,NCCL Algo,NCLL Proto,Multiple CUDA Streams,Contiguous Memory,Average Time (s),Theoretical Throughput (Gb/s),Real Throughput (Gb/s),Max GPU RAM Allocated (GB)
bucket_optimized_coalesced,collnet,LL,True,False,1.6320999846793711,118.02494665541309,118.08484269415726,16.060523008
bucket_optimized_coalesced,collnet,LL,True,True,1.6295407280170668,117.96283253182804,118.27029950121106,16.060523008
bucket_optimized_coalesced,collnet,LL128,False,False,1.6973362613158922,112.34788345594735,113.54631038317964,16.060523008
bucket_optimized_coalesced,collnet,LL128,False,True,1.7022964753365766,116.19824009768898,113.2154549717283,16.060523008
bucket_optimized_coalesced,collnet,LL128,True,False,1.6290505063564826,116.95930419880472,118.30588996473142,16.060523008
bucket_optimized_coalesced,collnet,LL128,True,True,1.6379930226442714,117.84028980985357,117.66000665917062,16.060523008
bucket_optimized_coalesced,collnetchain,SIMPLE,False,False,1.7232525223710884,112.57918926870377,111.8386698699391,16.060523008
bucket_optimized_coalesced,collnetchain,SIMPLE,False,True,1.682676502969116,113.54082216944656,114.53554477757945,16.060523008
bucket_optimized_coalesced,collnetchain,SIMPLE,True,False,1.6416501293424517,117.48164743585086,117.39789526846063,16.060523008
bucket_optimized_coalesced,collnetchain,SIMPLE,True,True,1.6357225889805704,117.59119194273958,117.82332239607486,16.060523008
bucket_optimized_coalesced,collnetchain,LL,False,False,1.686200750991702,110.6469374834971,114.29615948080456,16.060523008
bucket_optimized_coalesced,collnetchain,LL,False,True,1.6938560440515478,115.12943682305033,113.77960401582682,16.060523008
bucket_optimized_coalesced,collnetchain,LL,True,False,1.6481529456408073,118.80206183885134,116.93469981759938,16.060523008
bucket_optimized_coalesced,collnetchain,LL,True,True,1.6328077929404874,117.42636769600877,118.03365392133725,16.060523008
bucket_optimized_coalesced,collnetchain,LL128,False,False,1.6382128167121361,115.83392595225115,117.64422057129195,16.060523008
bucket_optimized_coalesced,collnetchain,LL128,False,True,1.6621605029795319,117.33241170959424,115.94925376130975,16.060523008
bucket_optimized_coalesced,collnetchain,LL128,True,False,1.627246932980294,117.89754394156573,118.43701533302193,16.060523008
bucket_optimized_coalesced,collnetchain,LL128,True,True,1.639864083301897,117.98218640978632,117.52575833232596,16.060523008
bucket_optimized_coalesced,collnetdirect,SIMPLE,False,False,1.6656006046881278,112.36974101756009,115.70977424572122,16.060523008
bucket_optimized_coalesced,collnetdirect,SIMPLE,False,True,1.6845905309698235,115.11150863993183,114.40540974728555,16.060523008
bucket_optimized_coalesced,collnetdirect,SIMPLE,True,False,1.6318207146444668,117.84964161667398,118.10505175134406,16.060523008
bucket_optimized_coalesced,collnetdirect,SIMPLE,True,True,1.6279029462796946,117.90294748556748,118.38928751400341,16.060523008
bucket_optimized_coalesced,collnetdirect,LL,False,False,1.700568068306893,110.45198798404218,113.3305238077772,16.060523008
bucket_optimized_coalesced,collnetdirect,LL,False,True,1.7165890502898644,115.32954254559527,112.27280630705182,16.060523008
bucket_optimized_coalesced,collnetdirect,LL,True,False,1.6410094043239951,117.67336886701639,117.4437327684862,16.060523008
bucket_optimized_coalesced,collnetdirect,LL,True,True,1.6359838666394353,117.97627064786064,117.80450521672297,16.060523008
bucket_optimized_coalesced,collnetdirect,LL128,False,False,1.6737820039658498,115.16332777713296,115.14418812925186,16.060523008
bucket_optimized_coalesced,collnetdirect,LL128,False,True,1.6733245599704485,114.95622004652017,115.17566559556361,16.060523008
bucket_optimized_coalesced,collnetdirect,LL128,True,False,1.6337248999625444,117.83872550790225,117.96739460628808,16.060523008
bucket_optimized_coalesced,collnetdirect,LL128,True,True,1.6420903119724244,118.35981549146992,117.36642530976485,16.060523008
bucket_optimized_coalesced,nvls,SIMPLE,False,False,1.6708307980249326,106.95926243017011,115.3475685149084,16.060523008
bucket_optimized_coalesced,nvls,SIMPLE,False,True,1.7079457973595709,115.28937419392621,112.84097554497842,16.060523008
bucket_optimized_coalesced,nvls,SIMPLE,True,False,1.6325892712920904,117.40976719523923,118.04945269514691,16.060523008
bucket_optimized_coalesced,nvls,SIMPLE,True,True,1.6338432903091114,118.09696925183911,117.95884654001154,16.060523008
bucket_optimized_coalesced,nvls,LL,False,False,1.676719699986279,114.37317139334806,114.94244980456608,16.060523008
bucket_optimized_coalesced,nvls,LL,False,True,1.681911479992171,115.64046175920453,114.5876416474053,16.060523008
bucket_optimized_coalesced,nvls,LL,True,False,1.6400326400374372,118.46038255653525,117.51367945189227,16.060523008
bucket_optimized_coalesced,nvls,LL,True,True,1.6378558553600062,117.74388856423822,117.6698604588974,16.060523008
bucket_optimized_coalesced,nvls,LL128,False,False,1.6725384343105059,112.227289890901,115.22980040303244,16.060523008
bucket_optimized_coalesced,nvls,LL128,False,True,1.6878331627231091,114.93727443301755,114.1856163325172,16.060523008
bucket_optimized_coalesced,nvls,LL128,True,False,1.6501979799941182,118.2310451603157,116.78978661256568,16.060523008
bucket_optimized_coalesced,nvls,LL128,True,True,1.6367056119876604,117.98421596684275,117.75255644046328,16.060523008
bucket_optimized_coalesced,nvlstree,SIMPLE,False,False,1.6962186413196225,115.11703794672245,113.62112481092828,16.060523008
bucket_optimized_coalesced,nvlstree,SIMPLE,False,True,1.7012260686606169,115.10388457288379,113.28668981879304,16.060523008
bucket_optimized_coalesced,nvlstree,SIMPLE,True,False,1.6292978946585208,117.49208178319232,118.28792670992364,16.060523008
bucket_optimized_coalesced,nvlstree,SIMPLE,True,True,1.6281584999524057,118.2043882221004,118.3707052830752,16.060523008
bucket_optimized_coalesced,nvlstree,LL,False,False,1.6848131040266405,114.24862004972269,114.39029616483359,16.060523008
bucket_optimized_coalesced,nvlstree,LL,False,True,1.679009413657089,115.94889738943911,114.78569946324393,16.060523008
bucket_optimized_coalesced,nvlstree,LL,True,False,1.645819289299349,118.03681446552952,117.10050502205901,16.060523008
bucket_optimized_coalesced,nvlstree,LL,True,True,1.638220445641006,118.35190825041481,117.64367272109688,16.060523008
bucket_optimized_coalesced,nvlstree,LL128,False,False,1.6717731516497831,113.45499365966093,115.28254880861604,16.060523008
bucket_optimized_coalesced,nvlstree,LL128,False,True,1.6842850603473682,115.39983978383619,114.42615890225376,16.060523008
bucket_optimized_coalesced,nvlstree,LL128,True,False,1.633826270699501,117.7351126850687,117.96007532030123,16.060523008
bucket_optimized_coalesced,nvlstree,LL128,True,True,1.6366612559650093,118.06686654483978,117.75574771479798,16.060523008
bucket_optimized_coalesced,pat,SIMPLE,False,False,1.6634197302628309,112.93432617726718,115.86147888335316,16.060523008
bucket_optimized_coalesced,pat,SIMPLE,False,True,1.6816793660012384,115.25266745245729,114.6034576200289,16.060523008
bucket_optimized_coalesced,pat,SIMPLE,True,False,1.629417226028939,117.3988115813416,118.27926382102524,16.060523008
bucket_optimized_coalesced,pat,SIMPLE,True,True,1.6351896033156663,117.5737223678957,117.86172659195596,16.060523008
bucket_optimized_coalesced,pat,LL,False,False,1.6908765656407923,115.48824926943304,113.98009403422208,16.060523008
bucket_optimized_coalesced,pat,LL,False,True,1.6836954386283953,115.71264851160583,114.46623037062,16.060523008
bucket_optimized_coalesced,pat,LL,True,False,1.635309739348789,117.69514000381535,117.85306802413298,16.060523008
bucket_optimized_coalesced,pat,LL,True,True,1.635201692969228,117.70025044817409,117.86085519642795,16.060523008
bucket_optimized_coalesced,pat,LL128,False,False,1.667992666984598,114.25434926443866,115.54383527381515,16.060523008
bucket_optimized_coalesced,pat,LL128,False,True,1.6799729250681896,113.75475112751178,114.71986665748038,16.060523008
bucket_optimized_coalesced,pat,LL128,True,False,1.6388383499967556,117.06303134637444,117.59931658444626,16.060523008
bucket_optimized_coalesced,pat,LL128,True,True,1.6266173403710127,118.35184945803778,118.48285713469733,16.060523008
